日期,縣市,住宅部門售電量(度),住宅部門用電佔比(%),服務業部門售電量(度),服務業部門用電佔比(%) ,機關用電售電量(度),機關用電用電佔比(%),農林漁牧售電量(度),農林漁牧用電佔比(%),合計售電量(度),縣市用電佔比(%)
2015年08月,金門縣,8793454,0.412896894,7833309,0.367813257,4513897,0.211950168,156313,0.007339682,21296973,0.002207004
2015年08月,連江縣,1282116,0.344477507,1568880,0.421524941,849924,0.228356639,20995,0.005640913,3721915,0.000385702
2015年08月,合計,5054307425,0.523777516,3656499360,0.378922766,664349647,0.068846506,274565584,0.028453212,9649722016,1
2015年07月,新北市,848312310,0.557773411,604122284,0.397216147,66390616,0.043652461,2065339,0.00135798,1520890549,0.161445416
2015年07月,台北市,569271874,0.363847156,843435292,0.539077278,150080730,0.095923318,1802798,0.001152249,1564590694,0.166084269
2015年07月,桃園市,372822368,0.47565629,353339193,0.450799158,54492334,0.06952271,3152345,0.004021842,783806240,0.083202519
2015年07月,台中市,543001411,0.46796591,526664208,0.453886289,73547301,0.063384052,17131028,0.01476375,1160343948,0.12317271
2015年07月,台南市,371576481,0.523064136,251698721,0.354313528,47514634,0.066885829,39594332,0.055736507,710384168,0.075408627
2015年07月,高雄市,632279242,0.548685027,408784181,0.354738452,88396062,0.076709138,22894254,0.019867384,1152353739,0.122324535
2015年07月,宜蘭縣,77508042,0.483848618,61521514,0.384051754,13097160,0.08175981,8063970,0.050339818,160190686,0.017004545
2015年07月,新竹縣,95783487,0.531148923,69968223,0.387995337,12617690,0.069968975,1963239,0.010886765,180332639,0.019142652
2015年07月,苗栗縣,101281242,0.565343549,59833438,0.333985322,15236342,0.085048006,2798881,0.015623123,179149903,0.019017102
2015年07月,彰化縣,213689896,0.507166006,129539316,0.307445222,29919745,0.07101074,48192169,0.114378032,421341126,0.04472616
2015年07月,南投縣,66117035,0.482007642,47284496,0.344714315,12424564,0.090577788,11344002,0.082700255,137170097,0.014560866
2015年07月,雲林縣,126515645,0.512306093,62157303,0.251696658,19024101,0.077035238,39256182,0.15896201,246953231,0.026214554
2015年07月,嘉義縣,86567041,0.527223132,36673622,0.223355005,16409362,0.099938673,24544290,0.14948319,164194315,0.017429538
2015年07月,屏東縣,163414234,0.491395457,78196010,0.23513964,22142217,0.066582846,68798912,0.206882057,332551373,0.035300959
2015年07月,台東縣,33089486,0.45564639,27314751,0.376127562,8916575,0.122782361,3300165,0.045443688,72620977,0.007708854
2015年07月,花蓮縣,55228492,0.441846893,51564387,0.412532795,14769277,0.118159286,3432481,0.027461026,124994637,0.013268418
2015年07月,基隆市,62107333,0.542820424,43833200,0.383103815,8467933,0.074010053,7518,6.57E-05,114415984,0.012145474
2015年07月,新竹市,99239963,0.446849139,99634493,0.448625595,22342271,0.100600849,871567,0.003924417,222088294,0.023575094
2015年07月,嘉義市,52812782,0.479122809,48421082,0.43928087,8127607,0.073734459,866598,0.007861863,110228069,0.011700919
2015年07月,澎湖縣,17359846,0.497414724,12694539,0.363738861,4286757,0.122829203,559003,0.016017211,34900145,0.003704717
2015年07月,金門縣,9886087,0.42081943,9174014,0.390508737,4257030,0.181208292,175337,0.007463541,23492468,0.00249377
2015年07月,連江縣,1048013,0.302054812,1468221,0.42316576,932907,0.268879344,20471,0.005900083,3469612,0.000368306
2015年07月,合計,4598912310,0.488183263,3827322488,0.40627754,693393215,0.073605005,300834881,0.031934193,9420462894,1
2015年06月,新北市,604510777,0.526629398,465504394,0.405531726,76114192,0.066308117,1757138,0.001530759,1147886501,0.149448195
2015年06月,台北市,401014562,0.317171689,707148524,0.559300118,154468792,0.122172939,1713509,0.001355254,1264345387,0.164610469
2015年06月,桃園市,337048864,0.478564601,305314320,0.433505765,59615500,0.084646089,2312572,0.003283545,704291256,0.091694655
2015年06月,台中市,422012169,0.441154375,441469216,0.461493982,77910272,0.081444233,15217169,0.01590741,956608826,0.124544946
2015年06月,台南市,299772245,0.489773408,227666615,0.371965903,52759180,0.086198919,31865090,0.05206177,612063130,0.079687086
2015年06月,高雄市,395310534,0.450771749,366572555,0.418001893,95846229,0.109293248,19234545,0.02193311,876963863,0.114175632
2015年06月,宜蘭縣,63430701,0.489984425,46206466,0.356932027,13524398,0.104472192,6292960,0.048611356,129454525,0.016854232
2015年06月,新竹縣,85249613,0.515292662,65145391,0.393772368,13529465,0.08177907,1514745,0.009155901,165439214,0.02153923
2015年06月,苗栗縣,64893529,0.501102214,47433276,0.366275652,15155637,0.117030517,2019139,0.015591617,129501581,0.016860358
2015年06月,彰化縣,175363968,0.48717356,115466810,0.320775,31840494,0.088455154,37290726,0.103596286,359961998,0.046864974
2015年06月,南投縣,71356148,0.514030902,44716435,0.322125424,13794426,0.099371413,8949836,0.064472262,138816845,0.018073152
2015年06月,雲林縣,103708728,0.510402292,49520446,0.243714773,19358159,0.09527114,30602836,0.150611795,203190169,0.026454187
2015年06月,嘉義縣,68316696,0.503673849,31406358,0.231547515,16099112,0.118692826,19814608,0.14608581,135636774,0.017659125
2015年06月,屏東縣,123562507,0.457451748,66709939,0.246972799,23730843,0.087856065,56107182,0.207719389,270110471,0.035166824
2015年06月,台東縣,29939879,0.45990197,23435718,0.359992533,8951432,0.137501598,2773538,0.042603899,65100567,0.008475718
2015年06月,花蓮縣,48171108,0.44432919,42126894,0.388577499,15757661,0.145348302,2357444,0.021745009,108413107,0.014114761
2015年06月,基隆市,53906376,0.544519112,36147637,0.365134529,8937424,0.090278712,6697,6.76E-05,98998134,0.012888985
2015年06月,新竹市,67656362,0.380717215,84938789,0.477969229,24385744,0.13722394,726756,0.004089616,177707651,0.02313651
2015年06月,嘉義市,40706013,0.448613414,40374206,0.444956631,8952030,0.098658661,705147,0.007771294,90737396,0.011813485
2015年06月,澎湖縣,11706920,0.472361899,7919407,0.319539736,4691670,0.189303946,465797,0.018794419,24783794,0.003226707
2015年06月,金門縣,5971290,0.341657583,6799409,0.38903983,4577208,0.261892794,129504,0.007409793,17477411,0.002275458
2015年06月,連江縣,1130057,0.337980278,1358990,0.406450133,835802,0.249973756,18710,0.005595834,3343559,0.000435312
2015年06月,合計,3474739046,0.452390962,3223381795,0.419665699,740835670,0.096452527,241875648,0.031490813,7680832159,1
2015年05月,新北市,567812988,0.508769563,477999616,0.428295338,68438084,0.061321623,1800721,0.001613475,1116051409,0.151234533
2015年05月,台北市,378961323,0.313517125,690141798,0.570958721,137956171,0.114132022,1682729,0.001392132,1208742021,0.163794905
2015年05月,桃園市,276551559,0.448858799,284209927,0.461288763,53119118,0.086215329,2240901,0.003637109,616121505,0.083489745
2015年05月,台中市,392988130,0.42299603,448010066,0.482219346,72960716,0.078531871,15099761,0.016252753,929058673,0.125895414
2015年05月,台南市,265080164,0.470718719,216354183,0.384193077,50421083,0.089535736,31283773,0.055552469,563139203,0.076310189
2015年05月,高雄市,447165524,0.484474726,361944685,0.392143497,92651821,0.100382215,21228375,0.022999562,922990405,0.125073112
2015年05月,宜蘭縣,56155636,0.45757925,47764254,0.389202813,12619258,0.102826911,6184153,0.050391026,122723301,0.016630059
2015年05月,新竹縣,69863316,0.504350204,54647003,0.394502132,12571817,0.090757193,1439303,0.010390471,138521439,0.018770842
2015年05月,苗栗縣,69769244,0.522798953,47386403,0.355078549,14332661,0.107398328,1964989,0.01472417,133453297,0.018084066
2015年05月,彰化縣,165307765,0.483276125,108950878,0.31851715,29940216,0.087530018,37857693,0.110676708,342056552,0.046351595
2015年05月,南投縣,55769808,0.467767841,40435327,0.339150273,12482710,0.104698412,10537555,0.088383474,119225400,0.016156064
2015年05月,雲林縣,101676733,0.498080643,51786364,0.253684247,18865206,0.092414397,31808787,0.155820713,204137090,0.027662326
2015年05月,嘉義縣,67209970,0.494846416,31216138,0.22983486,16218260,0.119410079,21175490,0.155908645,135819858,0.018404755
2015年05月,屏東縣,124374828,0.451670528,66220315,0.240480852,22949646,0.083342256,61821480,0.224506365,275366269,0.03731449
2015年05月,台東縣,25128954,0.431901961,22078027,0.379464388,8280423,0.142319132,2694675,0.046314519,58182079,0.00788417
2015年05月,花蓮縣,41073844,0.415526998,41030004,0.415083487,14452799,0.146212957,2290947,0.023176558,98847594,0.013394696
2015年05月,基隆市,45110207,0.512991883,34530401,0.392678656,8287233,0.094242158,7677,8.73E-05,87935518,0.011916016
2015年05月,新竹市,67304563,0.392387152,81554048,0.475461978,21937299,0.127894958,729999,0.004255911,171525909,0.023243231
2015年05月,嘉義市,37412044,0.428754632,40740193,0.466896341,8338055,0.09555692,767177,0.008792107,87257469,0.011824135
2015年05月,澎湖縣,12597603,0.475102423,9424128,0.355418888,4024226,0.151768517,469595,0.017710173,26515552,0.003593085
2015年05月,金門縣,7676026,0.409622314,7192195,0.383803228,3726683,0.198870159,144373,0.007704299,18739277,0.002539333
2015年05月,連江縣,1069272,0.334448294,1267416,0.396424034,844727,0.264214816,15707,0.004912856,3197122,0.000433237
2015年05月,合計,3276059501,0.443934145,3164883369,0.428868826,685418212,0.092880043,253245860,0.034316985,7379606942,1
2015年04月,新北市,551354808,0.549989209,385695688,0.384740395,63815167,0.063657109,1617293,0.001613287,1002482956,0.150685015
2015年04月,台北市,353115421,0.335322736,577990377,0.548866753,120460348,0.114390624,1495227,0.001419886,1053061373,0.158287548
2015年04月,桃園市,335077592,0.528417874,249084525,0.392806676,47911276,0.075556155,2041402,0.003219294,634114795,0.095314935
2015年04月,台中市,375819715,0.452609409,375648356,0.452403037,65760451,0.079197013,13111519,0.015790542,830340041,0.124809904
2015年04月,台南市,253585065,0.49189864,188995441,0.366609131,46117557,0.089457806,26824942,0.052034423,515523005,0.07748919
2015年04月,高雄市,324952368,0.440189179,311854620,0.422446619,82022675,0.111110112,19381051,0.026254091,738210714,0.110961779
2015年04月,宜蘭縣,62322402,0.52872549,38625978,0.327691785,11699799,0.099257759,5224712,0.044324967,117872891,0.017717686
2015年04月,新竹縣,81115113,0.549165017,53708173,0.363614728,11611921,0.078614953,1271057,0.008605302,147706264,0.022201994
2015年04月,苗栗縣,59910686,0.533212616,37311799,0.332079688,13432390,0.119549955,1703093,0.015157741,112357968,0.016888728
2015年04月,彰化縣,162327685,0.503314241,98134385,0.304276091,28948428,0.089757678,33107070,0.102651989,322517568,0.048478195
2015年04月,南投縣,67966905,0.529060017,39050315,0.303970886,12283543,0.095616116,9166524,0.071352982,128467287,0.019310149
2015年04月,雲林縣,96286612,0.529488021,41309164,0.2271625,17305219,0.095162827,26947523,0.148186652,181848518,0.027333978
2015年04月,嘉義縣,61571564,0.51701915,26283939,0.2207074,14139865,0.118733073,17094155,0.143540377,119089523,0.01790056
2015年04月,屏東縣,105187756,0.442912668,56494109,0.237878984,20987711,0.088372672,54821387,0.230835676,237490963,0.035697694
2015年04月,台東縣,28397133,0.491990658,19199256,0.332634093,7694986,0.133318431,2427471,0.042056818,57718846,0.008675823
2015年04月,花蓮縣,46391882,0.477510222,35504642,0.365448194,13197113,0.13583748,2060057,0.021204104,97153694,0.014603346
2015年04月,基隆市,53593409,0.589097811,29468387,0.323915993,7904024,0.086880893,9580,0.000105303,90975400,0.013674676
2015年04月,新竹市,61047337,0.405940009,69835800,0.464379721,18856578,0.125388589,645405,0.004291681,150385120,0.022604658
2015年04月,嘉義市,35539299,0.463694781,33098910,0.431854096,7381301,0.096306648,624223,0.008144475,76643733,0.011520457
2015年04月,澎湖縣,10669122,0.521287478,5512219,0.269324012,3893661,0.190242151,391866,0.019146359,20466868,0.003076412
2015年04月,金門縣,6104868,0.398238969,5462896,0.356361198,3595395,0.23453847,166501,0.010861363,15329660,0.002304229
2015年04月,連江縣,1145436,0.371828045,1168463,0.379303002,749152,0.243187506,17502,0.005681447,3080553,0.000463043
2015年04月,合計,3133482178,0.470999339,2679437442,0.402751059,619768560,0.093158526,220149560,0.033091076,6652837740,1
2015年03月,新北市,549581120,0.53998122,403590354,0.396540572,63009221,0.061908597,1597516,0.001569611,1017778211,0.154727731
2015年03月,台北市,360109219,0.339624778,580732790,0.547698406,118046374,0.111331428,1426535,0.001345388,1060314918,0.161194373
2015年03月,桃園市,284443042,0.494736892,241209416,0.419539869,47168324,0.082040713,2117224,0.003682526,574938006,0.087404949
2015年03月,台中市,373191797,0.45436893,373187115,0.454363229,62369429,0.075936103,12592584,0.015331738,821340925,0.124864353
2015年03月,台南市,245080013,0.497178795,177192774,0.359460115,44458481,0.090190194,26210136,0.053170896,492941404,0.074939416
2015年03月,高雄市,392587061,0.495396172,301738958,0.380757136,78563780,0.099137745,19581122,0.024708947,792470921,0.12047539
2015年03月,宜蘭縣,55676234,0.488788198,41452518,0.363916524,11758349,0.103227927,5019565,0.044067351,113906666,0.017316661
2015年03月,新竹縣,69079602,0.539563499,46248912,0.361238688,11469917,0.089588654,1230248,0.00960916,128028679,0.01946356
2015年03月,苗栗縣,67475616,0.55349394,39487162,0.323908193,13294006,0.109049049,1651716,0.013548817,121908500,0.018533139
2015年03月,彰化縣,156390709,0.512975201,89805030,0.294568351,27755216,0.091039536,30918966,0.101416912,304869921,0.046347849
2015年03月,南投縣,54785455,0.497691199,35437403,0.321926387,11364599,0.103240192,8491755,0.077142222,110079212,0.016734792
2015年03月,雲林縣,91048994,0.509400724,43186995,0.24162251,17061479,0.095455527,27439997,0.153521239,178737465,0.027172563
2015年03月,嘉義縣,63116621,0.521167425,26224017,0.216537311,14309670,0.118158003,17455920,0.144137261,121106228,0.018411174
2015年03月,屏東縣,108746083,0.450586181,55298366,0.229127145,20481029,0.084862538,56818104,0.235424135,241343582,0.036690258
2015年03月,台東縣,24815309,0.464604418,18440814,0.345257988,7471256,0.139880529,2684315,0.050257065,53411694,0.008119913
2015年03月,花蓮縣,39738529,0.439101704,35434190,0.391539737,13155745,0.145367989,2171137,0.02399057,90499601,0.013758202
2015年03月,基隆市,44942247,0.549111305,29156114,0.356233897,7736863,0.094530185,10199,0.000124613,81845423,0.01244255
2015年03月,新竹市,64747730,0.421367599,70646600,0.459756477,17656887,0.114908122,609696,0.003967801,153660913,0.0233603
2015年03月,嘉義市,35031996,0.463357396,32974975,0.436149814,6968919,0.09217574,628808,0.008317049,75604698,0.011493804
2015年03月,澎湖縣,12021162,0.526171043,7024689,0.307473432,3402823,0.148942916,397817,0.017412608,22846491,0.003473238
2015年03月,金門縣,7953099,0.456523705,5888770,0.338027113,3436729,0.197275082,142401,0.008174101,17420999,0.002648427
2015年03月,連江縣,958277,0.340889307,1033014,0.367475612,806744,0.286984247,13074,0.004650834,2811109,0.000427359
2015年03月,合計,3101519915,0.471508559,2655390976,0.403685808,601745840,0.09148041,219208835,0.033325223,6577865566,1
2015年02月,新北市,537743155,0.573125142,346894569,0.369719256,52107266,0.055535778,1519824,0.001619824,938264814,0.155739029
2015年02月,台北市,346349700,0.374383511,486097637,0.525442754,91411374,0.098810281,1261359,0.001363454,925120070,0.153557182
2015年02月,桃園市,329704098,0.559228065,219832869,0.372869827,38067942,0.064568993,1965105,0.003333116,589570014,0.097860497
2015年02月,台中市,369988265,0.483925001,331552026,0.433652442,52043165,0.068069696,10973581,0.014352861,764557037,0.126905932
2015年02月,台南市,247014195,0.532745077,157353217,0.339369775,37121479,0.080061331,22174136,0.047823818,463663027,0.076961673
2015年02月,高雄市,309992892,0.478043072,259368286,0.399974372,61569006,0.094946167,17532078,0.027036389,648462262,0.107635799
2015年02月,宜蘭縣,60013804,0.55821623,33531400,0.311891106,10080170,0.093760337,3884585,0.036132327,107509959,0.017845172
2015年02月,新竹縣,78621269,0.577567402,46497014,0.341576267,9948690,0.073085046,1057865,0.007771286,136124838,0.022594847
2015年02月,苗栗縣,57360719,0.553857175,32846124,0.317151907,12016413,0.116026728,1342648,0.012964189,103565904,0.017190513
2015年02月,彰化縣,155586863,0.525011392,87362236,0.294794613,25507642,0.086072837,27892758,0.094121158,296349499,0.049189933
2015年02月,南投縣,66100861,0.558830665,34466521,0.291387261,10844972,0.091685688,6871887,0.058096387,118284241,0.019633554
2015年02月,雲林縣,83264376,0.532324414,34903492,0.22314442,14977485,0.095753806,23271249,0.148777359,156416602,0.025963
2015年02月,嘉義縣,56292032,0.533054305,22249697,0.210692284,11896067,0.112649153,15165013,0.143604258,105602809,0.017528611
2015年02月,屏東縣,100180749,0.474087899,46685023,0.220928718,17231449,0.081544823,47215384,0.223438559,211312605,0.03507498
2015年02月,台東縣,27294774,0.526707301,15761764,0.304154787,6630417,0.127947168,2134567,0.041190743,51821522,0.008601658
2015年02月,花蓮縣,44574738,0.512106404,29628755,0.340396284,11096420,0.127483593,1742033,0.020013718,87041946,0.014447764
2015年02月,基隆市,51344901,0.615977268,25199674,0.302316804,6803353,0.081618831,7260,8.71E-05,83355188,0.013835812
2015年02月,新竹市,60378458,0.450700416,59757635,0.446066227,13301729,0.099291949,528014,0.003941408,133965836,0.022236483
2015年02月,嘉義市,35138329,0.510148926,27240465,0.395485339,5920141,0.085950404,579636,0.008415331,68878571,0.011432894
2015年02月,澎湖縣,9930295,0.555010932,4272693,0.238803714,3365561,0.18810349,323522,0.018081864,17892071,0.002969837
2015年02月,金門縣,5948085,0.431107155,4543717,0.329320934,3188755,0.231115577,116674,0.008456334,13797231,0.00229015
2015年02月,連江縣,1130252,0.371733259,1159765,0.381439912,732863,0.241034346,17612,0.005792484,3040492,0.00050468
2015年02月,合計,3033952810,0.503594355,2307204579,0.382964164,495862359,0.082306318,187576790,0.031135162,6024596538,1
2015年01月,新北市,552421508,0.529140358,425794600,0.407849991,64014003,0.061316209,1767950,0.001693442,1043998061,0.156468106
2015年01月,台北市,368393756,0.345577667,584669749,0.548458829,111657268,0.10474189,1302269,0.001221614,1066023042,0.159769076
2015年01月,桃園市,277525953,0.483433111,245884467,0.428315592,48098814,0.083785171,2563883,0.004466126,574073117,0.086038602
2015年01月,台中市,377198972,0.446863088,390127687,0.462179581,63982371,0.075799146,12795087,0.015158186,844104117,0.126509212
2015年01月,台南市,245185152,0.4969874,175235423,0.355200128,45285105,0.091792372,27637113,0.056020101,493342793,0.07393923
2015年01月,高雄市,424474067,0.513082241,305419891,0.369175727,76267610,0.092188332,21140632,0.0255537,827302200,0.123991043
2015年01月,宜蘭縣,55057563,0.486632762,40977636,0.362185667,12449870,0.110039644,4654792,0.041141928,113139861,0.016956717
2015年01月,新竹縣,68029811,0.52657719,47787635,0.369894877,12111757,0.093749709,1263273,0.009778224,129192476,0.019362586
2015年01月,苗栗縣,66731418,0.541684747,40340093,0.327456148,14537020,0.118002618,1583821,0.012856488,123192352,0.018463324
2015年01月,彰化縣,152869609,0.491223328,94634106,0.304092362,30182306,0.096986268,33515830,0.107698042,311201851,0.046641048
2015年01月,南投縣,54081426,0.493768136,35304530,0.322333438,12184616,0.111246607,7957407,0.07265182,109527979,0.01641539
2015年01月,雲林縣,84882172,0.491936639,43099286,0.249782933,18363736,0.106427467,26201767,0.151852961,172546961,0.025860293
2015年01月,嘉義縣,59882921,0.509344103,25998582,0.221135245,15684860,0.133410175,16002331,0.136110477,117568694,0.017620484
2015年01月,屏東縣,117587141,0.465644104,55755110,0.220789774,20887893,0.082715883,58295637,0.230850239,252525781,0.037847034
2015年01月,台東縣,24828212,0.471795047,17479959,0.332160773,7851134,0.149190209,2465690,0.046853971,52624995,0.007887115
2015年01月,花蓮縣,39611350,0.443266779,34162687,0.382294071,13494258,0.15100612,2094030,0.02343303,89362325,0.013393084
2015年01月,基隆市,43838279,0.534665771,29749728,0.362837265,8392971,0.102363378,10953,0.000133586,81991931,0.012288454
2015年01月,新竹市,65252965,0.428881878,68603074,0.450900817,17692814,0.116287854,597853,0.003929451,152146706,0.022802827
2015年01月,嘉義市,35167465,0.467329313,32391939,0.430446226,7115890,0.09456081,576705,0.00766365,75251999,0.011278314
2015年01月,澎湖縣,11981529,0.522056718,7084446,0.308682024,3507276,0.152818309,377376,0.016442949,22950627,0.003439701
2015年01月,金門縣,7604514,0.439794273,5880818,0.340107215,3633523,0.21013869,172216,0.009959823,17291071,0.002591481
2015年01月,連江縣,911260,0.312612887,1138204,0.390467307,851322,0.292050818,14193,0.004868989,2914979,0.000436879
2015年01月,合計,3133517043,0.469632554,2707519650,0.405786645,608246417,0.091160289,222990808,0.033420512,6672273918,1
2014年12月,新北市,522999410,0.530324756,392013354,0.397504055,69585897,0.070560546,1588395,0.001610643,986187056,0.150958301
2014年12月,台北市,342350351,0.329539972,575972075,0.554419824,119070310,0.114614828,1480785,0.001425376,1038873521,0.159023159
2014年12月,桃園市,302998477,0.500417535,248009599,0.409600581,51954124,0.085804902,2529126,0.004176981,605491326,0.092684183
2014年12月,台中市,369532426,0.447141564,377254581,0.456485525,67033318,0.081111644,12612411,0.015261267,826432736,0.126504278
2014年12月,台南市,252956105,0.495036998,183081256,0.358291393,47942482,0.093823797,27004399,0.052847812,510984242,0.07821773
2014年12月,高雄市,341141871,0.453724978,310148426,0.412503125,81000965,0.107732777,19578014,0.02603912,751869276,0.115090649
2014年12月,宜蘭縣,56418983,0.50872304,37413942,0.337356919,12884259,0.116175781,4185957,0.03774426,110903141,0.016976242
2014年12月,新竹縣,74702082,0.526367805,53462846,0.376711333,12541247,0.088368469,1213755,0.008552393,141919930,0.021724065
2014年12月,苗栗縣,56602679,0.512698176,37273619,0.337618587,14763817,0.133728336,1761446,0.015954901,110401561,0.016899463
2014年12月,彰化縣,153563808,0.489751987,98181637,0.313124898,31488078,0.100423068,30320709,0.096700047,313554232,0.047996588
2014年12月,南投縣,65567504,0.52337126,38534472,0.307588881,13450847,0.107367008,7726322,0.061672851,125279145,0.019176815
2014年12月,雲林縣,84806293,0.504445186,40047466,0.238210523,18617143,0.110738576,24647053,0.146605715,168117955,0.025734267
2014年12月,嘉義縣,56919080,0.498776606,25565454,0.224027697,15574536,0.136478211,16058311,0.140717486,114117381,0.017468254
2014年12月,屏東縣,105938149,0.454929655,54647103,0.234670777,21581921,0.092679134,50699926,0.217720435,232867099,0.035645592
2014年12月,台東縣,27544637,0.490915843,17973409,0.320332093,8105406,0.144459055,2485222,0.044293009,56108674,0.008588705
2014年12月,花蓮縣,43167355,0.465627147,33419861,0.360485244,14017319,0.151198614,2103451,0.022688995,92707986,0.01419106
2014年12月,基隆市,48712681,0.560874731,29322186,0.337613797,8808002,0.101414778,8398,9.67E-05,86851267,0.013294557
2014年12月,新竹市,57864867,0.392807771,70160259,0.476273365,18701361,0.126951643,584415,0.003967222,147310902,0.022549275
2014年12月,嘉義市,35039745,0.466656809,31849174,0.424165013,7614185,0.101405169,583650,0.007773009,75086754,0.011493731
2014年12月,澎湖縣,10539131,0.530982486,5005458,0.252184979,3931652,0.198084486,372118,0.018748049,19848359,0.003038242
2014年12月,金門縣,5530566,0.376909596,5012021,0.341570612,3975587,0.270937349,155281,0.010582443,14673455,0.002246105
2014年12月,連江縣,1112849,0.341555513,1324527,0.406523705,805491,0.247221224,15312,0.004699558,3258179,0.000498738
2014年12月,合計,3016009049,0.461668604,2665672725,0.408041682,643447947,0.098494305,207714456,0.03179541,6532844177,1
2014年11月,新北市,709557046,0.547972205,513522664,0.396580019,69980701,0.054044251,1817393,0.001403525,1294877804,0.158789447
2014年11月,台北市,476502162,0.36696832,694917850,0.535176661,125560560,0.096697878,1502528,0.001157141,1298483100,0.159231561
2014年11月,桃園市,329358066,0.487367955,290775533,0.43027541,52852827,0.078209028,2802908,0.004147606,675789334,0.082871306
2014年11月,台中市,488818469,0.47058782,463425781,0.446142161,71538391,0.068870343,14957523,0.014399677,1038740164,0.127379569
2014年11月,台南市,316935225,0.514555867,212308569,0.344690685,51727418,0.083981345,34968174,0.056772103,615939386,0.075531972
2014年11月,高雄市,545821361,0.534094565,363275531,0.355470673,89624481,0.087698928,23235031,0.022735834,1021956404,0.125321395
2014年11月,宜蘭縣,66124561,0.493089031,49211152,0.366966206,13449564,0.100293028,5317404,0.039651735,134102681,0.016444865
2014年11月,新竹縣,85733711,0.54970147,55878391,0.358277197,12937367,0.082950914,1414660,0.009070419,155964129,0.01912571
2014年11月,苗栗縣,87257837,0.56667518,48901163,0.317576922,15691412,0.101904127,2131693,0.013843771,153982105,0.018882657
2014年11月,彰化縣,196874411,0.520317529,111247978,0.294016235,32552457,0.086032582,37698743,0.099633653,378373589,0.046399539
2014年11月,南投縣,63653306,0.497380943,41354884,0.323143172,13095899,0.102330122,9872881,0.077145763,127976970,0.015693676
2014年11月,雲林縣,113312511,0.522265461,52651003,0.242672235,20149248,0.092869324,30850678,0.14219298,216963440,0.026605989
2014年11月,嘉義縣,76482231,0.52217779,31425284,0.214554219,17548809,0.119813428,21011474,0.143454563,146467798,0.017961186
2014年11月,屏東縣,140300922,0.484781729,66837824,0.230944711,23584071,0.081490033,58687682,0.202783528,289410499,0.035490093
2014年11月,台東縣,29558953,0.472175619,21512519,0.343641636,8564850,0.136815176,2965286,0.047367569,62601608,0.007676767
2014年11月,花蓮縣,48926768,0.45701204,40904782,0.382080784,14924972,0.139410228,2301419,0.021496948,107057941,0.013128398
2014年11月,基隆市,54024266,0.551404454,34940527,0.356624229,9001596,0.091875753,9363,9.56E-05,97975752,0.012014659
2014年11月,新竹市,85629079,0.449568272,84251079,0.442333521,19892566,0.104439597,696854,0.003658611,190469578,0.023357076
2014年11月,嘉義市,44572422,0.474693856,40621398,0.432615666,7999084,0.085189807,704292,0.007500671,93897196,0.01151451
2014年11月,澎湖縣,15052965,0.52000664,9568733,0.33055313,3855515,0.133189269,470427,0.016250962,28947640,0.003549817
2014年11月,金門縣,9342638,0.446456115,7324656,0.350022923,4054006,0.193728556,204918,0.009792405,20926218,0.002566159
2014年11月,連江縣,1259335,0.333076077,1526416,0.403715177,980530,0.259336146,14642,0.003872599,3780923,0.00046365
2014年11月,合計,3985098245,0.488688233,3236383717,0.396874191,679566324,0.083334474,253635973,0.031103102,8154684259,1
2014年10月,新北市,857593945,0.591550912,515605221,0.355654025,74565819,0.05143399,1973200,0.001361073,1449738185,0.161600757
2014年10月,台北市,574978058,0.398427384,728080375,0.50451866,138412875,0.09591232,1647515,0.001141635,1443118823,0.160862904
2014年10月,桃園市,478016389,0.553946061,326822945,0.378736561,55126659,0.063883156,2963491,0.003434222,862929484,0.096189822
2014年10月,台中市,548161890,0.492309708,474095615,0.425790041,75327421,0.067652315,15864354,0.014247936,1113449280,0.124114995
2014年10月,台南市,360124574,0.53028359,230942629,0.34006312,51745912,0.076195878,36303835,0.053457413,679116950,0.075700437
2014年10月,高雄市,467957331,0.484914109,379414992,0.393163373,94273474,0.097689543,23385582,0.024232976,965031379,0.107571011
2014年10月,宜蘭縣,87296910,0.555269759,50673616,0.322319845,13028410,0.082869853,6216379,0.039540543,157215315,0.017524622
2014年10月,新竹縣,122054558,0.588312652,70865840,0.341578971,12760121,0.061504796,1784946,0.008603581,207465465,0.023125952
2014年10月,苗栗縣,91340950,0.577748285,49615820,0.313829174,15017699,0.094989704,2123707,0.013432837,158098176,0.017623034
2014年10月,彰化縣,230046052,0.534447313,125041012,0.29049763,32065373,0.074494877,43284851,0.10056018,430437288,0.047980382
2014年10月,南投縣,85573964,0.545758012,47581879,0.303459025,13978048,0.089146644,9664474,0.061636319,156798365,0.017478145
2014年10月,雲林縣,122295800,0.540391563,52066142,0.230065986,18957902,0.083769764,32989759,0.145772687,226309603,0.025226488
2014年10月,嘉義縣,78013841,0.527556683,31902729,0.215737332,16357227,0.110613249,21603850,0.146092736,147877647,0.016483762
2014年10月,屏東縣,134877386,0.475144864,68198989,0.240250796,23077157,0.081296005,57712287,0.203308335,283865819,0.031642218
2014年10月,台東縣,37706426,0.512774964,24322514,0.330765272,8717650,0.118552542,2787472,0.037907222,73534062,0.008196763
2014年10月,花蓮縣,63603377,0.508760421,43809067,0.350426667,14982047,0.119840689,2621871,0.020972223,125016362,0.01393544
